fecha_convocatoria,fecha_buena_pro,fecha_suscripcion,lead_time_adjudicacion,lead_time_formalizacion,lead_time_total_proceso,red_asistencial,dpto_entrega_item,tipo_proveedor,denominacion_dci,tipo_proceso_seleccion,es_consorcio,es_uso_critico,es_uso_intrahospitalario,monto_adjudicado_soles,anio,flag_tiene_adenda
2023-08-15,2023-09-05,2023-10-11,21,36,57,red prestacional rebagliati,apurimac,natural person,sodio cloruro 0.9%,licitacion publica,0,0,1,423499.74,2023,0
2022-06-03,2022-06-08,2022-07-02,5,24,29,red prestacional sabogal,lima,legal entity,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,0,1,1351548.62,2022,0
2023-10-20,2023-11-14,2023-12-04,25,20,45,red asistencial arequipa,loreto,natural person,cicloserine 250 mg,adjudicacion simplificada,0,1,1,174579.79,2023,0
2023-08-18,2023-08-30,2023-09-16,12,17,29,red prestacional almenara,la libertad,legal entity,dextrometorfano 15mg/5ml,subasta inversa electronica,0,0,0,181225.22,2023,0
2024-11-05,2024-11-22,2024-12-15,17,23,40,red prestacional sabogal,loreto,natural person,clotrimazol 1%,adjudicacion simplificada,0,0,0,54429.08,2024,0
2023-12-25,2024-02-01,2024-02-18,38,17,55,red prestacional lambayeque,cusco,consortium,clotrimazol 1%,subasta inversa electronica,1,0,0,5670058.63,2023,1
2022-07-21,2022-08-04,2022-08-12,14,8,22,red prestacional sabogal,arequipa,legal entity,ritonavir 100 mg,contratacion directa,0,1,0,173984.73,2022,0
2025-02-07,2025-03-22,2025-04-12,43,21,64,red prestacional sabogal,lima,legal entity,hipromelosa 0.3%,subasta inversa electronica,0,0,0,1837917.08,2025,1
2023-09-17,2023-10-05,2023-11-02,18,28,46,red prestacional lambayeque,la libertad,legal entity,omeprazol 20 mg,subasta inversa electronica,0,0,0,540230.45,2023,0
2023-07-07,2023-08-27,2023-10-13,51,47,98,red prestacional rebagliati,madre de dios,natural person,cefalexina 500 mg,licitacion publica,0,0,0,55206.01,2023,0
2022-02-26,2022-04-10,2022-05-02,43,22,65,red asistencial arequipa,ancash,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,140942.71,2022,0
2022-01-20,2022-02-03,2022-02-10,14,7,21,red prestacional almenara,apurimac,legal entity,omeprazol 20 mg,contratacion directa,0,0,0,319518.27,2022,0
2023-09-30,2023-10-13,2023-10-30,13,17,30,red prestacional almenara,arequipa,natural person,ceftriaxona 1 g,contratacion directa,0,1,1,2660207.14,2023,1
2025-04-29,2025-05-25,2025-06-20,26,26,52,red prestacional lambayeque,lambayeque,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,277339.14,2025,0
2024-03-11,2024-04-04,2024-04-20,24,16,40,red asistencial loreto,apurimac,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,3684092.11,2024,1
2023-01-04,2023-01-30,2023-02-20,26,21,47,red prestacional almenara,arequipa,consortium,sulfadiazina 1% crema,adjudicacion simplificada,1,0,0,187951.04,2023,1
2022-08-09,2022-08-25,2022-09-06,16,12,28,red prestacional sabogal,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2600166.01,2022,0
2023-01-14,2023-02-01,2023-02-17,18,16,34,red prestacional almenara,lambayeque,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,589700.42,2023,0
2023-01-03,2023-01-17,2023-02-09,14,23,37,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,276452.22,2023,0
2023-08-04,2023-09-01,2023-10-03,28,32,60,red prestacional lambayeque,piura,legal entity,meropenem 500 mg,licitacion publica,0,1,1,318642.42,2023,0
2025-08-17,2025-10-23,2025-11-15,67,23,90,red prestacional sabogal,lima,legal entity,ritonavir 100 mg,licitacion publica,0,0,1,120983.86,2025,0
2022-12-02,2023-01-20,2023-02-27,49,38,87,red prestacional rebagliati,lima,legal entity,meropenem 500 mg,licitacion publica,0,0,1,1181831.36,2022,0
2024-07-04,2024-08-12,2024-08-22,39,10,49,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,0,168873.04,2024,0
2023-02-24,2023-03-25,2023-04-08,29,14,43,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,825170.53,2023,0
2024-09-10,2024-09-11,2024-10-27,1,46,47,red prestacional almenara,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,249654.15,2024,0
2024-01-24,2024-03-04,2024-03-29,40,25,65,red prestacional sabogal,arequipa,natural person,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,1673688.28,2024,1
2023-06-11,2023-07-16,2023-08-15,35,30,65,red asistencial ancash,lima,natural person,hipromelosa 0.3%,subasta inversa electronica,0,1,0,235811.65,2023,0
2023-06-07,2023-06-21,2023-07-05,14,14,28,red prestacional rebagliati,piura,legal entity,clotrimazol 1%,subasta inversa electronica,0,0,0,296763.74,2023,0
2024-03-22,2024-04-20,2024-05-12,29,22,51,red prestacional rebagliati,cusco,legal entity,cefalexina 500 mg,adjudicacion simplificada,0,0,0,291499.13,2024,0
2023-06-08,2023-06-17,2023-06-28,9,11,20,red asistencial arequipa,loreto,legal entity,meropenem 500 mg,contratacion directa,0,1,1,30017.46,2023,1
2023-07-07,2023-07-29,2023-08-08,22,10,32,red prestacional rebagliati,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,2159577.87,2023,0
2023-03-01,2023-03-27,2023-04-16,26,20,46,red prestacional almenara,loreto,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,0,307175.07,2023,0
2024-10-31,2024-12-09,2024-12-31,39,22,61,red prestacional almenara,loreto,natural person,cefalexina 500 mg,licitacion publica,0,0,0,162958.43,2024,0
2022-11-15,2022-11-29,2022-12-15,14,16,30,red asistencial arequipa,piura,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,42847.84,2022,0
2022-07-30,2022-08-15,2022-09-04,16,20,36,red prestacional rebagliati,lima,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,52395.83,2022,0
2023-06-01,2023-08-07,2023-09-17,67,41,108,red prestacional almenara,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,108725.85,2023,0
2023-04-19,2023-05-11,2023-05-26,22,15,37,red prestacional rebagliati,lambayeque,legal entity,dextrometorfano 15mg/5ml,adjudicacion simplificada,0,0,0,6042805.77,2023,1
2023-03-17,2023-04-11,2023-04-30,25,19,44,red asistencial ancash,lambayeque,legal entity,ritonavir 100 mg,adjudicacion simplificada,0,1,0,169246.71,2023,0
2023-01-30,2023-03-21,2023-05-16,50,56,106,red prestacional rebagliati,lima,legal entity,ritonavir 100 mg,licitacion publica,0,1,0,875304.92,2023,1
2023-11-10,2023-11-22,2023-12-07,12,15,27,red prestacional sabogal,lima,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,264233.43,2023,0
2023-04-27,2023-07-01,2023-07-17,65,16,81,red prestacional sabogal,lima,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,386292.49,2023,0
2023-12-22,2024-01-09,2024-01-21,18,12,30,red asistencial madre de dios,apurimac,natural person,ritonavir 100 mg,contratacion directa,0,1,0,54398.3,2023,1
2024-07-10,2024-07-19,2024-08-16,9,28,37,red asistencial arequipa,loreto,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,75924.27,2024,0
2022-01-19,2022-02-23,2022-04-09,35,45,80,red prestacional sabogal,madre de dios,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,434763.08,2022,1
2023-06-22,2023-06-27,2023-07-03,5,6,11,red prestacional rebagliati,ancash,natural person,meropenem 500 mg,contratacion directa,0,1,1,553445.94,2023,0
2022-08-16,2022-08-28,2022-09-25,12,28,40,red prestacional lambayeque,apurimac,legal entity,cicloserine 250 mg,adjudicacion simplificada,0,1,1,1450004.18,2022,0
2023-12-16,2024-01-03,2024-01-16,18,13,31,red prestacional lambayeque,lima,legal entity,enoxaparina 40 mg,adjudicacion simplificada,0,1,1,17433.45,2023,0
2023-07-02,2023-09-16,2023-11-03,76,48,124,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,424338.94,2023,1
2024-04-22,2024-05-18,2024-06-07,26,20,46,red prestacional rebagliati,loreto,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,0,80929.42,2024,0
2024-07-01,2024-08-14,2024-09-06,44,23,67,red prestacional rebagliati,madre de dios,natural person,cefalexina 500 mg,subasta inversa electronica,0,0,0,69110.34,2024,0
2023-05-26,2023-07-03,2023-07-30,38,27,65,red asistencial ancash,lima,legal entity,cefalexina 500 mg,subasta inversa electronica,0,1,0,261805.24,2023,1
2023-11-15,2023-12-14,2024-01-14,29,31,60,red prestacional sabogal,ancash,natural person,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,0,1,1,3110973.29,2023,1
2023-04-26,2023-06-24,2023-08-16,59,53,112,red prestacional sabogal,loreto,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,283931.87,2023,1
2023-04-23,2023-06-03,2023-07-12,41,39,80,red prestacional almenara,lambayeque,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,4063457.56,2023,1
2025-09-08,2025-09-19,2025-09-29,11,10,21,red prestacional lambayeque,lambayeque,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,109746.86,2025,0
2023-09-08,2023-10-07,2023-10-28,29,21,50,red prestacional rebagliati,lima,natural person,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,132571.15,2023,0
2023-10-30,2023-11-24,2023-12-13,25,19,44,red asistencial arequipa,la libertad,legal entity,sodio cloruro 0.9%,adjudicacion simplificada,0,0,1,590632.47,2023,0
2024-11-08,2024-11-27,2024-12-16,19,19,38,red prestacional sabogal,apurimac,natural person,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,57948.55,2024,0
2023-04-28,2023-06-15,2023-07-05,48,20,68,red asistencial madre de dios,la libertad,legal entity,omeprazol 20 mg,licitacion publica,0,0,1,472932.6,2023,0
2022-10-28,2022-12-29,2023-02-12,62,45,107,red prestacional rebagliati,lima,legal entity,meropenem 500 mg,licitacion publica,0,1,1,2312289.99,2022,1
2024-06-09,2024-08-19,2024-09-20,71,32,103,red prestacional rebagliati,lima,legal entity,cicloserine 250 mg,licitacion publica,0,1,0,842122.08,2024,0
2025-07-17,2025-08-14,2025-08-31,28,17,45,red asistencial loreto,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,1806227.49,2025,0
2022-09-17,2022-10-26,2022-11-20,39,25,64,red asistencial la libertad,madre de dios,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,115911.05,2022,0
2022-05-28,2022-08-04,2022-09-25,68,52,120,red prestacional almenara,apurimac,consortium,hipromelosa 0.3%,licitacion publica,1,0,0,690383.54,2022,1
2024-08-27,2024-09-09,2024-09-25,13,16,29,red prestacional lambayeque,cusco,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,706445.28,2024,0
2023-02-16,2023-04-13,2023-04-22,56,9,65,red asistencial madre de dios,piura,legal entity,clotrimazol 1%,licitacion publica,0,0,1,92521.36,2023,0
2023-07-17,2023-08-08,2023-09-05,22,28,50,red asistencial loreto,lima,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,57684.49,2023,0
2024-02-16,2024-03-22,2024-04-07,35,16,51,red prestacional sabogal,lima,legal entity,sodio cloruro 0.9%,subasta inversa electronica,0,0,1,276482.51,2024,0
2023-03-19,2023-04-14,2023-04-23,26,9,35,red asistencial la libertad,cusco,legal entity,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,65402.49,2023,0
2023-05-04,2023-06-10,2023-07-18,37,38,75,red asistencial arequipa,lima,legal entity,omeprazol 20 mg,licitacion publica,0,0,0,157570.97,2023,0
2025-03-16,2025-05-01,2025-05-27,46,26,72,red prestacional almenara,loreto,legal entity,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,78801.06,2025,0
2023-12-25,2024-01-23,2024-02-05,29,13,42,red prestacional lambayeque,la libertad,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,342198.48,2023,0
2022-05-17,2022-07-07,2022-08-03,51,27,78,red prestacional almenara,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,1282096.76,2022,0
2022-03-31,2022-04-19,2022-05-03,19,14,33,red asistencial la libertad,madre de dios,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,142889.59,2022,0
2024-11-20,2025-01-15,2025-02-16,56,32,88,red prestacional almenara,loreto,legal entity,meropenem 500 mg,licitacion publica,0,1,1,128238.24,2024,0
2023-03-02,2023-05-01,2023-06-21,60,51,111,red prestacional almenara,apurimac,legal entity,piperacilina/tazobactan 4g+500mg,licitacion publica,0,1,1,191735.44,2023,1
2022-05-18,2022-06-04,2022-06-22,17,18,35,red prestacional sabogal,lima,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,1,57963.1,2022,0
2023-02-19,2023-03-28,2023-04-06,37,9,46,red prestacional rebagliati,la libertad,natural person,cicloserine 250 mg,subasta inversa electronica,0,1,1,39183.38,2023,0
2024-09-15,2024-10-12,2024-10-24,27,12,39,red prestacional rebagliati,loreto,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,0,151457.74,2024,0
2025-04-17,2025-05-03,2025-06-03,16,31,47,red asistencial la libertad,lambayeque,consortium,clotrimazol 1%,licitacion publica,1,0,0,266123.89,2025,0
2023-04-23,2023-05-25,2023-06-28,32,34,66,red prestacional almenara,loreto,legal entity,ceftriaxona 1 g,licitacion publica,0,1,1,469588.35,2023,0
2023-12-16,2024-01-08,2024-01-13,23,5,28,red asistencial loreto,lima,legal entity,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,61395.22,2023,0
2025-09-11,2025-09-16,2025-09-27,5,11,16,red prestacional almenara,apurimac,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,0,1,180812.7,2025,0
2023-04-28,2023-07-14,2023-09-11,77,59,136,red asistencial loreto,lima,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,233196.85,2023,1
2023-07-17,2023-08-12,2023-08-29,26,17,43,red prestacional rebagliati,ancash,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,557103.76,2023,0
2022-12-03,2022-12-29,2023-01-18,26,20,46,red prestacional rebagliati,lima,consortium,piperacilina/tazobactan 4g+500mg,adjudicacion simplificada,1,1,1,5722757.08,2022,0
2023-12-31,2024-01-15,2024-01-19,15,4,19,red prestacional rebagliati,la libertad,consortium,hipromelosa 0.3%,contratacion directa,1,0,0,1646791.4,2023,0
2022-02-20,2022-03-21,2022-04-11,29,21,50,red prestacional sabogal,lima,legal entity,ceftriaxona 1 g,subasta inversa electronica,0,1,1,103818.3,2022,0
2024-09-01,2024-09-13,2024-10-01,12,18,30,red prestacional almenara,la libertad,consortium,sodio cloruro 0.9%,subasta inversa electronica,1,0,1,239292.18,2024,0
2024-02-04,2024-03-03,2024-03-23,28,20,48,red prestacional rebagliati,loreto,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,0,1,212777.94,2024,1
2022-10-29,2022-12-15,2023-01-18,47,34,81,red prestacional rebagliati,lambayeque,natural person,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,1317890.95,2022,0
2023-03-10,2023-04-13,2023-05-09,34,26,60,red prestacional almenara,lima,natural person,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,2815586.61,2023,1
2024-12-14,2025-02-06,2025-03-01,54,23,77,red prestacional rebagliati,lima,natural person,insulina glargina 100 ui/ml,licitacion publica,0,1,1,112196.38,2024,0
2023-11-16,2023-12-07,2023-12-25,21,18,39,red asistencial ancash,loreto,legal entity,paracetamol 500 mg,adjudicacion simplificada,0,0,0,283852.85,2023,0
2024-02-18,2024-03-08,2024-03-22,19,14,33,red prestacional almenara,lima,consortium,meropenem 500 mg,licitacion publica,1,0,1,278750.91,2024,0
2022-03-15,2022-04-06,2022-04-27,22,21,43,red prestacional sabogal,arequipa,natural person,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,1229951.44,2022,0
2024-07-10,2024-07-31,2024-08-16,21,16,37,red prestacional lambayeque,lambayeque,legal entity,sulfadiazina 1% crema,adjudicacion simplificada,0,0,0,690431.37,2024,0
2023-09-18,2023-10-06,2023-10-19,18,13,31,red prestacional lambayeque,lima,legal entity,insulina glargina 100 ui/ml,adjudicacion simplificada,0,1,1,97985.55,2023,0
2023-12-22,2024-01-28,2024-02-22,37,25,62,red prestacional almenara,cusco,consortium,sulfadiazina 1% crema,licitacion publica,1,0,0,29538.17,2023,0
2023-03-11,2023-03-29,2023-04-03,18,5,23,red prestacional rebagliati,lima,natural person,hipromelosa 0.3%,adjudicacion simplificada,0,0,0,542108.44,2023,0
2024-03-30,2024-06-05,2024-07-26,67,51,118,red prestacional rebagliati,lambayeque,legal entity,cicloserine 250 mg,licitacion publica,0,1,1,181279.79,2024,0
2025-09-17,2025-11-17,2025-12-22,61,35,96,red prestacional almenara,apurimac,legal entity,meropenem 500 mg,licitacion publica,0,0,1,1365327.26,2025,0
2025-05-06,2025-06-07,2025-06-23,32,16,48,red prestacional lambayeque,loreto,legal entity,meropenem 500 mg,subasta inversa electronica,0,1,1,17065.08,2025,0
2023-08-19,2023-10-13,2023-11-11,55,29,84,red prestacional almenara,la libertad,legal entity,hipromelosa 0.3%,licitacion publica,0,1,0,303429.45,2023,0
2023-10-22,2023-11-04,2023-11-18,13,14,27,red asistencial la libertad,lima,legal entity,ceftriaxona 1 g,contratacion directa,0,1,1,138885.9,2023,1
2025-05-09,2025-07-01,2025-08-06,53,36,89,red prestacional rebagliati,ancash,natural person,ritonavir 100 mg,licitacion publica,0,0,0,344236.52,2025,0
2023-10-07,2023-10-26,2023-11-03,19,8,27,red asistencial arequipa,la libertad,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,35536.86,2023,0
2022-11-09,2022-12-31,2023-02-13,52,44,96,red prestacional sabogal,lima,consortium,sodio cloruro 0.9%,licitacion publica,1,0,0,764645.15,2022,1
2022-04-10,2022-04-26,2022-04-30,16,4,20,red prestacional almenara,arequipa,legal entity,clotrimazol 1%,adjudicacion simplificada,0,0,0,744950.63,2022,0
2025-11-22,2025-12-09,2025-12-27,17,18,35,red prestacional sabogal,lima,legal entity,ritonavir 100 mg,subasta inversa electronica,0,1,0,2052387.68,2025,0
2022-10-24,2022-11-02,2022-11-14,9,12,21,red asistencial loreto,lambayeque,natural person,cefalexina 500 mg,contratacion directa,0,0,0,737840.37,2022,1
2023-07-01,2023-08-07,2023-09-04,37,28,65,red prestacional sabogal,la libertad,legal entity,sodio cloruro 0.9%,licitacion publica,0,0,1,690646.76,2023,0
2024-06-22,2024-06-29,2024-07-07,7,8,15,red prestacional sabogal,lima,legal entity,enoxaparina 40 mg,contratacion directa,0,1,0,44641.52,2024,0
2023-11-12,2024-01-30,2024-02-18,79,19,98,red asistencial la libertad,lima,legal entity,insulina glargina 100 ui/ml,licitacion publica,0,1,1,103828.63,2023,0
2022-12-30,2023-03-07,2023-04-23,67,47,114,red asistencial la libertad,lima,legal entity,hipromelosa 0.3%,licitacion publica,0,0,0,4544298.63,2022,1
2024-07-06,2024-09-05,2024-10-15,61,40,101,red prestacional lambayeque,arequipa,natural person,meropenem 500 mg,licitacion publica,0,1,1,424272.01,2024,1
2022-02-26,2022-04-03,2022-04-13,36,10,46,red prestacional sabogal,arequipa,natural person,dextrometorfano 15mg/5ml,licitacion publica,0,0,0,334285.59,2022,0
2024-01-31,2024-02-17,2024-03-22,17,34,51,red asistencial la libertad,cusco,legal entity,meropenem 500 mg,licitacion publica,0,1,1,307076.19,2024,0
2025-03-25,2025-04-23,2025-05-20,29,27,56,red prestacional rebagliati,lima,legal entity,ceftriaxona 1 g,adjudicacion simplificada,0,1,1,374562.28,2025,0
2022-06-01,2022-06-03,2022-06-17,2,14,16,red prestacional sabogal,lima,legal entity,cicloserine 250 mg,subasta inversa electronica,0,1,1,200799.14,2022,0
2023-02-05,2023-03-22,2023-04-30,45,39,84,red prestacional almenara,ancash,natural person,ritonavir 100 mg,licitacion publica,0,1,0,2289386.97,2023,0
2022-08-01,2022-10-12,2022-11-15,72,34,106,red prestacional sabogal,ancash,legal entity,ritonavir 100 mg,licitacion publica,0,0,0,3979643.29,2022,1
2023-12-30,2024-01-17,2024-02-13,18,27,45,red prestacional almenara,lima,natural person,insulina glargina 100 ui/ml,subasta inversa electronica,0,1,1,3687560.55,2023,1
2023-04-16,2023-05-25,2023-06-19,39,25,64,red prestacional almenara,lima,legal entity,sulfadiazina 1% crema,subasta inversa electronica,0,0,0,174091.38,2023,0
2024-12-07,2025-02-07,2025-03-04,62,25,87,red prestacional rebagliati,la libertad,legal entity,enoxaparina 40 mg,licitacion publica,0,1,1,67453.02,2024,0
2023-08-08,2023-10-08,2023-11-20,61,43,104,red prestacional sabogal,lima,legal entity,clotrimazol 1%,licitacion publica,0,0,0,99115.52,2023,1
2023-06-12,2023-06-28,2023-07-12,16,14,30,red prestacional almenara,arequipa,legal entity,meropenem 500 mg,adjudicacion simplificada,0,1,1,117083.24,2023,0
